
 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   2.88543E-02   5.48259E+04  -2.07841E+04
   9.99999E-03   4.90680E+04  -2.06791E+04

 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   4.58831E-03   4.49562E+04  -2.06503E+04
   4.58731E-03   4.49551E+04  -2.06503E+04
   4.58631E-03   4.49540E+04  -2.06503E+04
   4.58531E-03   4.49528E+04  -2.06503E+04
   4.58431E-03   4.49517E+04  -2.06503E+04
   4.58331E-03   4.49505E+04  -2.06503E+04
   4.58231E-03   4.49494E+04  -2.06503E+04
   4.58131E-03   4.49482E+04  -2.06503E+04
   4.58031E-03   4.49471E+04  -2.06503E+04
   4.57931E-03   4.49459E+04  -2.06503E+04
   4.57831E-03   4.49448E+04  -2.06503E+04
   4.57731E-03   4.49437E+04  -2.06503E+04
   4.57631E-03   4.49425E+04  -2.06503E+04
   4.57531E-03   4.49414E+04  -2.06503E+04
   4.57431E-03   4.49402E+04  -2.06503E+04
   4.57331E-03   4.49391E+04  -2.06503E+04
   4.57231E-03   4.49379E+04  -2.06503E+04
   4.57131E-03   4.49368E+04  -2.06502E+04
   4.57031E-03   4.49356E+04  -2.06502E+04
   4.56931E-03   4.49345E+04  -2.06502E+04
   4.56831E-03   4.49333E+04  -2.06502E+04
   4.56731E-03   4.49322E+04  -2.06502E+04
   4.56631E-03   4.49310E+04  -2.06502E+04
   4.56531E-03   4.49299E+04  -2.06502E+04
   4.56431E-03   4.49287E+04  -2.06502E+04
   4.56331E-03   4.49276E+04  -2.06502E+04
   4.56231E-03   4.49264E+04  -2.06502E+04
   4.56131E-03   4.49253E+04  -2.06502E+04
   4.56031E-03   4.49241E+04  -2.06502E+04
   4.55931E-03   4.49230E+04  -2.06502E+04
   4.55831E-03   4.49218E+04  -2.06502E+04
   4.55731E-03   4.49207E+04  -2.06502E+04
   4.55631E-03   4.49195E+04  -2.06502E+04
   4.55531E-03   4.49184E+04  -2.06502E+04
   4.55431E-03   4.49172E+04  -2.06502E+04
   4.55331E-03   4.49161E+04  -2.06501E+04
   4.55231E-03   4.49149E+04  -2.06501E+04
   4.55131E-03   4.49138E+04  -2.06501E+04
   4.55031E-03   4.49126E+04  -2.06501E+04
   4.54931E-03   4.49115E+04  -2.06501E+04
   4.54831E-03   4.49103E+04  -2.06501E+04
   4.54731E-03   4.49092E+04  -2.06501E+04
   4.54631E-03   4.49080E+04  -2.06501E+04
   4.54531E-03   4.49069E+04  -2.06501E+04
   4.54431E-03   4.49057E+04  -2.06501E+04
   4.54331E-03   4.49046E+04  -2.06501E+04
   4.54231E-03   4.49034E+04  -2.06501E+04
   4.54131E-03   4.49022E+04  -2.06501E+04
   4.54031E-03   4.49011E+04  -2.06501E+04
   4.53931E-03   4.48999E+04  -2.06501E+04
   4.53831E-03   4.48988E+04  -2.06501E+04
   4.53731E-03   4.48976E+04  -2.06501E+04
   4.53631E-03   4.48965E+04  -2.06501E+04
   4.53531E-03   4.48953E+04  -2.06501E+04
   4.53431E-03   4.48942E+04  -2.06500E+04
   4.53331E-03   4.48930E+04  -2.06500E+04
   4.53231E-03   4.48918E+04  -2.06500E+04
   4.53131E-03   4.48907E+04  -2.06500E+04
   4.53031E-03   4.48895E+04  -2.06500E+04
   4.52931E-03   4.48884E+04  -2.06500E+04
   4.52831E-03   4.48872E+04  -2.06500E+04
   4.52731E-03   4.48861E+04  -2.06500E+04
   4.52631E-03   4.48849E+04  -2.06500E+04
   4.52531E-03   4.48837E+04  -2.06500E+04
   4.52431E-03   4.48826E+04  -2.06500E+04
   4.52331E-03   4.48814E+04  -2.06500E+04
   4.52231E-03   4.48803E+04  -2.06500E+04
   4.52131E-03   4.48791E+04  -2.06500E+04
   4.52031E-03   4.48779E+04  -2.06500E+04
   4.51931E-03   4.48768E+04  -2.06500E+04
   4.51831E-03   4.48756E+04  -2.06500E+04
   4.51731E-03   4.48745E+04  -2.06500E+04
   4.51631E-03   4.48733E+04  -2.06500E+04
   4.51531E-03   4.48721E+04  -2.06499E+04
   4.51431E-03   4.48710E+04  -2.06499E+04
   4.51331E-03   4.48698E+04  -2.06499E+04
   4.51231E-03   4.48686E+04  -2.06499E+04
   4.51131E-03   4.48675E+04  -2.06499E+04
   4.51031E-03   4.48663E+04  -2.06499E+04
   4.50931E-03   4.48652E+04  -2.06499E+04
   4.50831E-03   4.48640E+04  -2.06499E+04
   4.50731E-03   4.48628E+04  -2.06499E+04
   4.50631E-03   4.48617E+04  -2.06499E+04
   4.50531E-03   4.48605E+04  -2.06499E+04
   4.50431E-03   4.48593E+04  -2.06499E+04
   4.50331E-03   4.48582E+04  -2.06499E+04
   4.50231E-03   4.48570E+04  -2.06499E+04
   4.50131E-03   4.48559E+04  -2.06499E+04
   4.50031E-03   4.48547E+04  -2.06499E+04
   4.49931E-03   4.48535E+04  -2.06499E+04
   4.49831E-03   4.48524E+04  -2.06499E+04
   4.49731E-03   4.48512E+04  -2.06499E+04
   4.49631E-03   4.48500E+04  -2.06498E+04
   4.49531E-03   4.48489E+04  -2.06498E+04
   4.49431E-03   4.48477E+04  -2.06498E+04
   4.49331E-03   4.48465E+04  -2.06498E+04
   4.49231E-03   4.48454E+04  -2.06498E+04
   4.49131E-03   4.48442E+04  -2.06498E+04
   4.49031E-03   4.48430E+04  -2.06498E+04
   4.48931E-03   4.48419E+04  -2.06498E+04
   4.48831E-03   4.48407E+04  -2.06498E+04
   4.48731E-03   4.48395E+04  -2.06498E+04
   4.48631E-03   4.48383E+04  -2.06498E+04
   4.48531E-03   4.48372E+04  -2.06498E+04
   4.48431E-03   4.48360E+04  -2.06498E+04
   4.48331E-03   4.48348E+04  -2.06498E+04
   4.48231E-03   4.48337E+04  -2.06498E+04
   4.48131E-03   4.48325E+04  -2.06498E+04
   4.48031E-03   4.48313E+04  -2.06498E+04
   4.47931E-03   4.48302E+04  -2.06498E+04
   4.47831E-03   4.48290E+04  -2.06498E+04
   4.47731E-03   4.48278E+04  -2.06497E+04
   4.47631E-03   4.48266E+04  -2.06497E+04
   4.47531E-03   4.48255E+04  -2.06497E+04
   4.47431E-03   4.48243E+04  -2.06497E+04
   4.47331E-03   4.48231E+04  -2.06497E+04
   4.47231E-03   4.48220E+04  -2.06497E+04
   4.47131E-03   4.48208E+04  -2.06497E+04
   4.47031E-03   4.48196E+04  -2.06497E+04
   4.46931E-03   4.48184E+04  -2.06497E+04
   4.46831E-03   4.48173E+04  -2.06497E+04
   4.46731E-03   4.48161E+04  -2.06497E+04
   4.46631E-03   4.48149E+04  -2.06497E+04
   4.46531E-03   4.48137E+04  -2.06497E+04
   4.46431E-03   4.48126E+04  -2.06497E+04
   4.46331E-03   4.48114E+04  -2.06497E+04
   4.46231E-03   4.48102E+04  -2.06497E+04
   4.46131E-03   4.48091E+04  -2.06497E+04
   4.46031E-03   4.48079E+04  -2.06497E+04
   4.45931E-03   4.48067E+04  -2.06497E+04
   4.45831E-03   4.48055E+04  -2.06496E+04
   4.45731E-03   4.48043E+04  -2.06496E+04
   4.45631E-03   4.48032E+04  -2.06496E+04
   4.45531E-03   4.48020E+04  -2.06496E+04
   4.45431E-03   4.48008E+04  -2.06496E+04
   4.45331E-03   4.47996E+04  -2.06496E+04
   4.45231E-03   4.47985E+04  -2.06496E+04
   4.45131E-03   4.47973E+04  -2.06496E+04
   4.45031E-03   4.47961E+04  -2.06496E+04
   4.44931E-03   4.47949E+04  -2.06496E+04
   4.44831E-03   4.47938E+04  -2.06496E+04
   4.44731E-03   4.47926E+04  -2.06496E+04
   4.44631E-03   4.47914E+04  -2.06496E+04
   4.44531E-03   4.47902E+04  -2.06496E+04
   4.44431E-03   4.47890E+04  -2.06496E+04
   4.44331E-03   4.47879E+04  -2.06496E+04
   4.44231E-03   4.47867E+04  -2.06496E+04
   4.44131E-03   4.47855E+04  -2.06496E+04
   4.44031E-03   4.47843E+04  -2.06496E+04
   4.43931E-03   4.47831E+04  -2.06495E+04
   4.43831E-03   4.47820E+04  -2.06495E+04
   4.43731E-03   4.47808E+04  -2.06495E+04
   4.43631E-03   4.47796E+04  -2.06495E+04
   4.43531E-03   4.47784E+04  -2.06495E+04
   4.43431E-03   4.47772E+04  -2.06495E+04
   4.43331E-03   4.47760E+04  -2.06495E+04
   4.43231E-03   4.47749E+04  -2.06495E+04
   4.43131E-03   4.47737E+04  -2.06495E+04
   4.43031E-03   4.47725E+04  -2.06495E+04
   4.42931E-03   4.47713E+04  -2.06495E+04
   4.42831E-03   4.47701E+04  -2.06495E+04
   4.42731E-03   4.47689E+04  -2.06495E+04
   4.42631E-03   4.47678E+04  -2.06495E+04
   4.42531E-03   4.47666E+04  -2.06495E+04
   4.42431E-03   4.47654E+04  -2.06495E+04
   4.42331E-03   4.47642E+04  -2.06495E+04
   4.42231E-03   4.47630E+04  -2.06495E+04
   4.42131E-03   4.47618E+04  -2.06495E+04
   4.42031E-03   4.47606E+04  -2.06494E+04
   4.41931E-03   4.47595E+04  -2.06494E+04
   4.41831E-03   4.47583E+04  -2.06494E+04
   4.41731E-03   4.47571E+04  -2.06494E+04
   4.41631E-03   4.47559E+04  -2.06494E+04
   4.41531E-03   4.47547E+04  -2.06494E+04
   4.41431E-03   4.47535E+04  -2.06494E+04
   4.41331E-03   4.47523E+04  -2.06494E+04
   4.41231E-03   4.47512E+04  -2.06494E+04
   4.41131E-03   4.47500E+04  -2.06494E+04
   4.41031E-03   4.47488E+04  -2.06494E+04
   4.40931E-03   4.47476E+04  -2.06494E+04
   4.40831E-03   4.47464E+04  -2.06494E+04
   4.40731E-03   4.47452E+04  -2.06494E+04
   4.40631E-03   4.47440E+04  -2.06494E+04
   4.40531E-03   4.47428E+04  -2.06494E+04
   4.40431E-03   4.47416E+04  -2.06494E+04
   4.40331E-03   4.47404E+04  -2.06494E+04
   4.40231E-03   4.47393E+04  -2.06494E+04
   4.40131E-03   4.47381E+04  -2.06493E+04
   4.40031E-03   4.47369E+04  -2.06493E+04
   4.39931E-03   4.47357E+04  -2.06493E+04
   4.39831E-03   4.47345E+04  -2.06493E+04
   4.39731E-03   4.47333E+04  -2.06493E+04
   4.39631E-03   4.47321E+04  -2.06493E+04
   4.39531E-03   4.47309E+04  -2.06493E+04
   4.39431E-03   4.47297E+04  -2.06493E+04
   4.39331E-03   4.47285E+04  -2.06493E+04
   4.39231E-03   4.47273E+04  -2.06493E+04
   4.39131E-03   4.47261E+04  -2.06493E+04
   4.39031E-03   4.47249E+04  -2.06493E+04
   4.38931E-03   4.47238E+04  -2.06493E+04
   4.38831E-03   4.47226E+04  -2.06493E+04
   4.38731E-03   4.47214E+04  -2.06493E+04
   4.38631E-03   4.47202E+04  -2.06493E+04
   4.38531E-03   4.47190E+04  -2.06493E+04
   4.38431E-03   4.47178E+04  -2.06493E+04
   4.38331E-03   4.47166E+04  -2.06493E+04
   4.38231E-03   4.47154E+04  -2.06492E+04
   4.38131E-03   4.47142E+04  -2.06492E+04
   4.38031E-03   4.47130E+04  -2.06492E+04
   4.37931E-03   4.47118E+04  -2.06492E+04
   4.37831E-03   4.47106E+04  -2.06492E+04
   4.37731E-03   4.47094E+04  -2.06492E+04
   4.37631E-03   4.47082E+04  -2.06492E+04
   4.37531E-03   4.47070E+04  -2.06492E+04
   4.37431E-03   4.47058E+04  -2.06492E+04
   4.37331E-03   4.47046E+04  -2.06492E+04
   4.37231E-03   4.47034E+04  -2.06492E+04
   4.37131E-03   4.47022E+04  -2.06492E+04
   4.37031E-03   4.47010E+04  -2.06492E+04
   4.36931E-03   4.46998E+04  -2.06492E+04
   4.36831E-03   4.46986E+04  -2.06492E+04
   4.36731E-03   4.46974E+04  -2.06492E+04
   4.36631E-03   4.46962E+04  -2.06492E+04
   4.36531E-03   4.46950E+04  -2.06492E+04
   4.36431E-03   4.46938E+04  -2.06492E+04
   4.36331E-03   4.46926E+04  -2.06491E+04
   4.36231E-03   4.46914E+04  -2.06491E+04
   4.36131E-03   4.46902E+04  -2.06491E+04
   4.36031E-03   4.46890E+04  -2.06491E+04
   4.35931E-03   4.46878E+04  -2.06491E+04
   4.35831E-03   4.46866E+04  -2.06491E+04
   4.35731E-03   4.46854E+04  -2.06491E+04
   4.35631E-03   4.46842E+04  -2.06491E+04
   4.35531E-03   4.46830E+04  -2.06491E+04
   4.35431E-03   4.46818E+04  -2.06491E+04
   4.35331E-03   4.46806E+04  -2.06491E+04
   4.35231E-03   4.46794E+04  -2.06491E+04
   4.35131E-03   4.46782E+04  -2.06491E+04
   4.35031E-03   4.46770E+04  -2.06491E+04
   4.34931E-03   4.46758E+04  -2.06491E+04
   4.34831E-03   4.46746E+04  -2.06491E+04
   4.34731E-03   4.46734E+04  -2.06491E+04
   4.34631E-03   4.46722E+04  -2.06491E+04
   4.34531E-03   4.46709E+04  -2.06491E+04
   4.34431E-03   4.46697E+04  -2.06490E+04
   4.34331E-03   4.46685E+04  -2.06490E+04
   4.34231E-03   4.46673E+04  -2.06490E+04
   4.34131E-03   4.46661E+04  -2.06490E+04
   4.34031E-03   4.46649E+04  -2.06490E+04
   4.33931E-03   4.46637E+04  -2.06490E+04
   4.33831E-03   4.46625E+04  -2.06490E+04
   4.33731E-03   4.46613E+04  -2.06490E+04
   4.33631E-03   4.46601E+04  -2.06490E+04
   4.33531E-03   4.46589E+04  -2.06490E+04
   4.33431E-03   4.46577E+04  -2.06490E+04
   4.33331E-03   4.46565E+04  -2.06490E+04
   4.33231E-03   4.46552E+04  -2.06490E+04
   4.33131E-03   4.46540E+04  -2.06490E+04
   4.33031E-03   4.46528E+04  -2.06490E+04
   4.32931E-03   4.46516E+04  -2.06490E+04
   4.32831E-03   4.46504E+04  -2.06490E+04
   4.32731E-03   4.46492E+04  -2.06490E+04
   4.32631E-03   4.46480E+04  -2.06490E+04
   4.32531E-03   4.46468E+04  -2.06489E+04
   4.32431E-03   4.46456E+04  -2.06489E+04
   4.32331E-03   4.46443E+04  -2.06489E+04
   4.32231E-03   4.46431E+04  -2.06489E+04
   4.32131E-03   4.46419E+04  -2.06489E+04
   4.32031E-03   4.46407E+04  -2.06489E+04
   4.31931E-03   4.46395E+04  -2.06489E+04
   4.31831E-03   4.46383E+04  -2.06489E+04
   4.31731E-03   4.46371E+04  -2.06489E+04
   4.31631E-03   4.46358E+04  -2.06489E+04
   4.31531E-03   4.46346E+04  -2.06489E+04
   4.31431E-03   4.46334E+04  -2.06489E+04
   4.31331E-03   4.46322E+04  -2.06489E+04
   4.31231E-03   4.46310E+04  -2.06489E+04
   4.31131E-03   4.46298E+04  -2.06489E+04
   4.31031E-03   4.46286E+04  -2.06489E+04
   4.30931E-03   4.46273E+04  -2.06489E+04
   4.30831E-03   4.46261E+04  -2.06489E+04
   4.30731E-03   4.46249E+04  -2.06489E+04
   4.30631E-03   4.46237E+04  -2.06488E+04
   4.30531E-03   4.46225E+04  -2.06488E+04
   4.30431E-03   4.46213E+04  -2.06488E+04
   4.30331E-03   4.46200E+04  -2.06488E+04
   4.30231E-03   4.46188E+04  -2.06488E+04
   4.30131E-03   4.46176E+04  -2.06488E+04
   4.30031E-03   4.46164E+04  -2.06488E+04
   4.29931E-03   4.46152E+04  -2.06488E+04
   4.29831E-03   4.46139E+04  -2.06488E+04
   4.29731E-03   4.46127E+04  -2.06488E+04
   4.29631E-03   4.46115E+04  -2.06488E+04
   4.29531E-03   4.46103E+04  -2.06488E+04
   4.29431E-03   4.46091E+04  -2.06488E+04
   4.29331E-03   4.46078E+04  -2.06488E+04
   4.29231E-03   4.46066E+04  -2.06488E+04
   4.29131E-03   4.46054E+04  -2.06488E+04
   4.29031E-03   4.46042E+04  -2.06488E+04
   4.28931E-03   4.46030E+04  -2.06488E+04
   4.28831E-03   4.46017E+04  -2.06488E+04
   4.28731E-03   4.46005E+04  -2.06487E+04
   4.28631E-03   4.45993E+04  -2.06487E+04
   4.28531E-03   4.45981E+04  -2.06487E+04
   4.28431E-03   4.45969E+04  -2.06487E+04
   4.28331E-03   4.45956E+04  -2.06487E+04
   4.28231E-03   4.45944E+04  -2.06487E+04
   4.28131E-03   4.45932E+04  -2.06487E+04
   4.28031E-03   4.45920E+04  -2.06487E+04
   4.27931E-03   4.45907E+04  -2.06487E+04
   4.27831E-03   4.45895E+04  -2.06487E+04
   4.27731E-03   4.45883E+04  -2.06487E+04
   4.27631E-03   4.45871E+04  -2.06487E+04
   4.27531E-03   4.45858E+04  -2.06487E+04
   4.27431E-03   4.45846E+04  -2.06487E+04
   4.27331E-03   4.45834E+04  -2.06487E+04
   4.27231E-03   4.45822E+04  -2.06487E+04
   4.27131E-03   4.45809E+04  -2.06487E+04
   4.27031E-03   4.45797E+04  -2.06487E+04
   4.26931E-03   4.45785E+04  -2.06487E+04
   4.26831E-03   4.45772E+04  -2.06486E+04
   4.26731E-03   4.45760E+04  -2.06486E+04
   4.26631E-03   4.45748E+04  -2.06486E+04
   4.26531E-03   4.45736E+04  -2.06486E+04
   4.26431E-03   4.45723E+04  -2.06486E+04
   4.26331E-03   4.45711E+04  -2.06486E+04
   4.26231E-03   4.45699E+04  -2.06486E+04
   4.26131E-03   4.45686E+04  -2.06486E+04
   4.26031E-03   4.45674E+04  -2.06486E+04
   4.25931E-03   4.45662E+04  -2.06486E+04
   4.25831E-03   4.45650E+04  -2.06486E+04
   4.25731E-03   4.45637E+04  -2.06486E+04
   4.25631E-03   4.45625E+04  -2.06486E+04
   4.25531E-03   4.45613E+04  -2.06486E+04
   4.25431E-03   4.45600E+04  -2.06486E+04
   4.25331E-03   4.45588E+04  -2.06486E+04
   4.25231E-03   4.45576E+04  -2.06486E+04
   4.25131E-03   4.45563E+04  -2.06486E+04
   4.25031E-03   4.45551E+04  -2.06486E+04
   4.24931E-03   4.45539E+04  -2.06485E+04
   4.24831E-03   4.45526E+04  -2.06485E+04
   4.24731E-03   4.45514E+04  -2.06485E+04
   4.24631E-03   4.45502E+04  -2.06485E+04
   4.24531E-03   4.45489E+04  -2.06485E+04
   4.24431E-03   4.45477E+04  -2.06485E+04
   4.24331E-03   4.45465E+04  -2.06485E+04
   4.24231E-03   4.45452E+04  -2.06485E+04
   4.24131E-03   4.45440E+04  -2.06485E+04
   4.24031E-03   4.45428E+04  -2.06485E+04
   4.23931E-03   4.45415E+04  -2.06485E+04
   4.23831E-03   4.45403E+04  -2.06485E+04
   4.23731E-03   4.45390E+04  -2.06485E+04
   4.23631E-03   4.45378E+04  -2.06485E+04
   4.23531E-03   4.45366E+04  -2.06485E+04
   4.23431E-03   4.45353E+04  -2.06485E+04
   4.23331E-03   4.45341E+04  -2.06485E+04
   4.23231E-03   4.45329E+04  -2.06485E+04
   4.23131E-03   4.45316E+04  -2.06485E+04
   4.23031E-03   4.45304E+04  -2.06484E+04
   4.22931E-03   4.45291E+04  -2.06484E+04
   4.22831E-03   4.45279E+04  -2.06484E+04
   4.22731E-03   4.45267E+04  -2.06484E+04
   4.22631E-03   4.45254E+04  -2.06484E+04
   4.22531E-03   4.45242E+04  -2.06484E+04
   4.22431E-03   4.45229E+04  -2.06484E+04
   4.22331E-03   4.45217E+04  -2.06484E+04
   4.22231E-03   4.45205E+04  -2.06484E+04
   4.22131E-03   4.45192E+04  -2.06484E+04
   4.22031E-03   4.45180E+04  -2.06484E+04
   4.21931E-03   4.45167E+04  -2.06484E+04
   4.21831E-03   4.45155E+04  -2.06484E+04
   4.21731E-03   4.45143E+04  -2.06484E+04
   4.21631E-03   4.45130E+04  -2.06484E+04
   4.21531E-03   4.45118E+04  -2.06484E+04
   4.21431E-03   4.45105E+04  -2.06484E+04
   4.21331E-03   4.45093E+04  -2.06484E+04
   4.21231E-03   4.45080E+04  -2.06484E+04
   4.21131E-03   4.45068E+04  -2.06483E+04
   4.21031E-03   4.45056E+04  -2.06483E+04
   4.20931E-03   4.45043E+04  -2.06483E+04
   4.20831E-03   4.45031E+04  -2.06483E+04
   4.20731E-03   4.45018E+04  -2.06483E+04
   4.20631E-03   4.45006E+04  -2.06483E+04
   4.20531E-03   4.44993E+04  -2.06483E+04
   4.20431E-03   4.44981E+04  -2.06483E+04
   4.20331E-03   4.44968E+04  -2.06483E+04
   4.20231E-03   4.44956E+04  -2.06483E+04
   4.20131E-03   4.44943E+04  -2.06483E+04
   4.20031E-03   4.44931E+04  -2.06483E+04
   4.19931E-03   4.44918E+04  -2.06483E+04
   4.19831E-03   4.44906E+04  -2.06483E+04
   4.19731E-03   4.44894E+04  -2.06483E+04
   4.19631E-03   4.44881E+04  -2.06483E+04
   4.19531E-03   4.44869E+04  -2.06483E+04
   4.19431E-03   4.44856E+04  -2.06483E+04
   4.19331E-03   4.44844E+04  -2.06483E+04
   4.19231E-03   4.44831E+04  -2.06482E+04
   4.19131E-03   4.44819E+04  -2.06482E+04
   4.19031E-03   4.44806E+04  -2.06482E+04
   4.18931E-03   4.44794E+04  -2.06482E+04
   4.18831E-03   4.44781E+04  -2.06482E+04
   4.18731E-03   4.44769E+04  -2.06482E+04
   4.18631E-03   4.44756E+04  -2.06482E+04
   4.18531E-03   4.44744E+04  -2.06482E+04
   4.18431E-03   4.44731E+04  -2.06482E+04
   4.18331E-03   4.44718E+04  -2.06482E+04
   4.18231E-03   4.44706E+04  -2.06482E+04
   4.18131E-03   4.44693E+04  -2.06482E+04
   4.18031E-03   4.44681E+04  -2.06482E+04
   4.17931E-03   4.44668E+04  -2.06482E+04
   4.17831E-03   4.44656E+04  -2.06482E+04
   4.17731E-03   4.44643E+04  -2.06482E+04
   4.17631E-03   4.44631E+04  -2.06482E+04
   4.17531E-03   4.44618E+04  -2.06482E+04
   4.17431E-03   4.44606E+04  -2.06482E+04
   4.17331E-03   4.44593E+04  -2.06481E+04
   4.17231E-03   4.44581E+04  -2.06481E+04
   4.17131E-03   4.44568E+04  -2.06481E+04
   4.17031E-03   4.44555E+04  -2.06481E+04
   4.16931E-03   4.44543E+04  -2.06481E+04
   4.16831E-03   4.44530E+04  -2.06481E+04
   4.16731E-03   4.44518E+04  -2.06481E+04
   4.16631E-03   4.44505E+04  -2.06481E+04
   4.16531E-03   4.44493E+04  -2.06481E+04
   4.16431E-03   4.44480E+04  -2.06481E+04
   4.16331E-03   4.44467E+04  -2.06481E+04
   4.16231E-03   4.44455E+04  -2.06481E+04
   4.16131E-03   4.44442E+04  -2.06481E+04
   4.16031E-03   4.44430E+04  -2.06481E+04
   4.15931E-03   4.44417E+04  -2.06481E+04
   4.15831E-03   4.44404E+04  -2.06481E+04
   4.15731E-03   4.44392E+04  -2.06481E+04
   4.15631E-03   4.44379E+04  -2.06481E+04
   4.15531E-03   4.44367E+04  -2.06481E+04
   4.15431E-03   4.44354E+04  -2.06480E+04
   4.15331E-03   4.44341E+04  -2.06480E+04
   4.15231E-03   4.44329E+04  -2.06480E+04
   4.15131E-03   4.44316E+04  -2.06480E+04
   4.15031E-03   4.44304E+04  -2.06480E+04
   4.14931E-03   4.44291E+04  -2.06480E+04
   4.14831E-03   4.44278E+04  -2.06480E+04
   4.14731E-03   4.44266E+04  -2.06480E+04
   4.14631E-03   4.44253E+04  -2.06480E+04
   4.14531E-03   4.44240E+04  -2.06480E+04
   4.14431E-03   4.44228E+04  -2.06480E+04
   4.14331E-03   4.44215E+04  -2.06480E+04
   4.14231E-03   4.44203E+04  -2.06480E+04
   4.14131E-03   4.44190E+04  -2.06480E+04
   4.14031E-03   4.44177E+04  -2.06480E+04
   4.13931E-03   4.44165E+04  -2.06480E+04
   4.13831E-03   4.44152E+04  -2.06480E+04
   4.13731E-03   4.44139E+04  -2.06480E+04
   4.13631E-03   4.44127E+04  -2.06480E+04
   4.13531E-03   4.44114E+04  -2.06479E+04
   4.13431E-03   4.44101E+04  -2.06479E+04
   4.13331E-03   4.44089E+04  -2.06479E+04
   4.13231E-03   4.44076E+04  -2.06479E+04
   4.13131E-03   4.44063E+04  -2.06479E+04
   4.13031E-03   4.44051E+04  -2.06479E+04
   4.12931E-03   4.44038E+04  -2.06479E+04
   4.12831E-03   4.44025E+04  -2.06479E+04
   4.12731E-03   4.44012E+04  -2.06479E+04
   4.12631E-03   4.44000E+04  -2.06479E+04
   4.12531E-03   4.43987E+04  -2.06479E+04
   4.12431E-03   4.43974E+04  -2.06479E+04
   4.12331E-03   4.43962E+04  -2.06479E+04
   4.12231E-03   4.43949E+04  -2.06479E+04
   4.12131E-03   4.43936E+04  -2.06479E+04
   4.12031E-03   4.43924E+04  -2.06479E+04
   4.11931E-03   4.43911E+04  -2.06479E+04
   4.11831E-03   4.43898E+04  -2.06479E+04
   4.11731E-03   4.43885E+04  -2.06479E+04
   4.11631E-03   4.43873E+04  -2.06478E+04
   4.11531E-03   4.43860E+04  -2.06478E+04
   4.11431E-03   4.43847E+04  -2.06478E+04
   4.11331E-03   4.43834E+04  -2.06478E+04
   4.11231E-03   4.43822E+04  -2.06478E+04
   4.11131E-03   4.43809E+04  -2.06478E+04
   4.11031E-03   4.43796E+04  -2.06478E+04
   4.10931E-03   4.43784E+04  -2.06478E+04
   4.10831E-03   4.43771E+04  -2.06478E+04
   4.10731E-03   4.43758E+04  -2.06478E+04
   4.10631E-03   4.43745E+04  -2.06478E+04
   4.10531E-03   4.43733E+04  -2.06478E+04
   4.10431E-03   4.43720E+04  -2.06478E+04
   4.10331E-03   4.43707E+04  -2.06478E+04
   4.10231E-03   4.43694E+04  -2.06478E+04
   4.10131E-03   4.43681E+04  -2.06478E+04
   4.10031E-03   4.43669E+04  -2.06478E+04
   4.09931E-03   4.43656E+04  -2.06478E+04
   4.09831E-03   4.43643E+04  -2.06478E+04
   4.09731E-03   4.43630E+04  -2.06477E+04
   4.09631E-03   4.43618E+04  -2.06477E+04
   4.09531E-03   4.43605E+04  -2.06477E+04
   4.09431E-03   4.43592E+04  -2.06477E+04
   4.09331E-03   4.43579E+04  -2.06477E+04
   4.09231E-03   4.43566E+04  -2.06477E+04
   4.09131E-03   4.43554E+04  -2.06477E+04
   4.09031E-03   4.43541E+04  -2.06477E+04
   4.08931E-03   4.43528E+04  -2.06477E+04
   4.08831E-03   4.43515E+04  -2.06477E+04
   4.08731E-03   4.43502E+04  -2.06477E+04
   4.08631E-03   4.43490E+04  -2.06477E+04
   4.08531E-03   4.43477E+04  -2.06477E+04
   4.08431E-03   4.43464E+04  -2.06477E+04
   4.08331E-03   4.43451E+04  -2.06477E+04
   4.08231E-03   4.43438E+04  -2.06477E+04
   4.08131E-03   4.43425E+04  -2.06477E+04
   4.08031E-03   4.43413E+04  -2.06477E+04
   4.07931E-03   4.43400E+04  -2.06477E+04
   4.07831E-03   4.43387E+04  -2.06476E+04
   4.07731E-03   4.43374E+04  -2.06476E+04
   4.07631E-03   4.43361E+04  -2.06476E+04
   4.07531E-03   4.43348E+04  -2.06476E+04
   4.07431E-03   4.43336E+04  -2.06476E+04
   4.07331E-03   4.43323E+04  -2.06476E+04
   4.07231E-03   4.43310E+04  -2.06476E+04
   4.07131E-03   4.43297E+04  -2.06476E+04
   4.07031E-03   4.43284E+04  -2.06476E+04
   4.06931E-03   4.43271E+04  -2.06476E+04
   4.06831E-03   4.43258E+04  -2.06476E+04
   4.06731E-03   4.43245E+04  -2.06476E+04
   4.06631E-03   4.43233E+04  -2.06476E+04
   4.06531E-03   4.43220E+04  -2.06476E+04
   4.06431E-03   4.43207E+04  -2.06476E+04
   4.06331E-03   4.43194E+04  -2.06476E+04
   4.06231E-03   4.43181E+04  -2.06476E+04
   4.06131E-03   4.43168E+04  -2.06476E+04
   4.06031E-03   4.43155E+04  -2.06476E+04
   4.05931E-03   4.43142E+04  -2.06475E+04
   4.05831E-03   4.43129E+04  -2.06475E+04
   4.05731E-03   4.43117E+04  -2.06475E+04
